,STATUS,PRICE,BED,BATH,ACRE LOT,FULL ADDRESS,STREET,CITY,STATE,HOUSE SIZE,ZIP
8655,for_sale,135000.0,3.0,2.0,0.01,"100 Colonia Maria Sta Unit 17-101, Ceiba, PR, 00735",100 Colonia Maria Sta Unit 17-101,Ceiba,Puerto Rico,1168.0,00735
8659,for_sale,86000.0,2.0,1.0,0.03,"Solar Ii-45 Proyecto El Polvorin Bo Motellano, Cayey, PR, 00736",Solar Ii-45 Proyecto El Polvorin Bo Motellano,Cayey,Puerto Rico,550.0,00736
8666,for_sale,84000.0,3.0,1.0,0.02,"193 Muoz Rivera, Cayey, PR, 00736",193 Muoz Rivera,Cayey,Puerto Rico,800.0,00736
8670,for_sale,175000.0,3.0,2.0,0.01,"10 Chalets De Las Muesas Unit 10B, Cayey, PR, 00736",10 Chalets De Las Muesas Unit 10B,Cayey,Puerto Rico,1286.0,00736
8688,for_sale,1195000.0,2.0,3.0,0.1,"Las Casitas Vlg, Fajardo, PR, 00738",Las Casitas Vlg,Fajardo,Puerto Rico,1888.0,00738
8692,for_sale,96000.0,3.0,1.0,0.07,"5I7 Calle # 6, Fajardo, PR, 00738",5I7 Calle # 6,Fajardo,Puerto Rico,1048.0,00738
8694,for_sale,995000.0,3.0,3.0,0.01,"1000 Las Casitas Vlg, Fajardo, PR, 00738",1000 Las Casitas Vlg,Fajardo,Puerto Rico,2082.0,00738
8696,for_sale,80000.0,3.0,2.0,0.02,"501-728726 Chalets De San Pedro Unit B402, Fajardo, PR, 00738",501-728726 Chalets De San Pedro Unit B402,Fajardo,Puerto Rico,889.0,00738
8698,for_sale,110000.0,3.0,2.0,0.08,"Calle 4 E Monte Brisas Ext Unit BB12, Fajardo, PR, 00738",Calle 4 E Monte Brisas Ext Unit BB12,Fajardo,Puerto Rico,1157.0,00738
8704,for_sale,3195000.0,9.0,10.0,25.14,"Carr Pr-984 Km # 4, Fajardo, PR, 00738",Carr Pr-984 Km # 4,Fajardo,Puerto Rico,7363.0,00738
8707,for_sale,899000.0,2.0,2.0,1.0,"1000 Ave El Conquistador Unit 16, Fajardo, PR, 00738",1000 Ave El Conquistador Unit 16,Fajardo,Puerto Rico,1898.0,00738
8737,for_sale,550000.0,4.0,3.0,5.0,"10 Colinas Monticelo, Cidra, PR, 00739",10 Colinas Monticelo,Cidra,Puerto Rico,2100.0,00739
8840,for_sale,215000.0,4.0,3.0,0.53,"34 Calle 6 Colinas De Las 3 T Barrio Jimenez, Rio Grande, PR, 00745",34 Calle 6 Colinas De Las 3 T Barrio Jimenez,Rio Grande,Puerto Rico,2669.0,00745
8842,for_sale,109900.0,3.0,2.0,11.0,"24 SE Miradores Del Yunque Anx Unit 662, Rio Grande, PR, 00745",24 SE Miradores Del Yunque Anx Unit 662,Rio Grande,Puerto Rico,1200.0,00745
8843,for_sale,10000000.0,4.0,4.0,0.09,"7000 Bahia Beach Blvd Unit TH8, Rio Grande, PR, 00745",7000 Bahia Beach Blvd Unit TH8,Rio Grande,Puerto Rico,2930.0,00745
8851,for_sale,215000.0,4.0,3.0,0.02,"Coco Bch, Rio Grande, PR, 00745",Coco Bch,Rio Grande,Puerto Rico,301.0,00745
8854,for_sale,87000.0,2.0,2.0,0.02,"501-782427 Bo Jimenez 966 Km 3 5 Rd Lot 1, Rio Grande, PR, 00745",501-782427 Bo Jimenez 966 Km 3 5 Rd Lot 1,Rio Grande,Puerto Rico,1134.0,00745
8855,for_sale,625000.0,4.0,5.0,3.0,"24KM Calle # 2, Rio Grande, PR, 00745",24KM Calle # 2,Rio Grande,Puerto Rico,7000.0,00745
8858,for_sale,269000.0,4.0,2.0,0.34,"968 Calle 3 Unit 20, Rio Grande, PR, 00745",968 Calle 3 Unit 20,Rio Grande,Puerto Rico,1195.0,00745
8859,for_sale,17400000.0,6.0,9.0,0.7,"G8 Atlantic Dr, Rio Grande, PR, 00745",G8 Atlantic Dr,Rio Grande,Puerto Rico,8301.0,00745
8860,for_sale,580000.0,6.0,4.0,0.37,"17 St Unit G25, Rio Grande, PR, 00745",17 St Unit G25,Rio Grande,Puerto Rico,3185.0,00745
8863,for_sale,425000.0,2.0,2.0,0.02,"968 Camino Las Picuas Unit H302, Rio Grande, PR, 00745",968 Camino Las Picuas Unit H302,Rio Grande,Puerto Rico,1100.0,00745
8868,for_sale,595000.0,3.0,3.0,0.01,"500 Mirador Ave Unit 2101, Rio Grande, PR, 00745",500 Mirador Ave Unit 2101,Rio Grande,Puerto Rico,1778.0,00745
8869,for_sale,895000.0,3.0,3.0,0.04,"600 Vistas Del Cacique Rio Mar Blvd Unit 7478, Rio Grande, PR, 00745",600 Vistas Del Cacique Rio Mar Blvd Unit 7478,Rio Grande,Puerto Rico,1885.0,00745
8873,for_sale,680000.0,2.0,2.0,1600.0,"1 Villas Del Cacique Unit 7106, Rio Grande, PR, 00745",1 Villas Del Cacique Unit 7106,Rio Grande,Puerto Rico,1600.0,00745
8881,for_sale,64000.0,4.0,1.0,0.09,"12 C, Salinas, PR, 00751",12 C,Salinas,Puerto Rico,757.0,00751
8882,for_sale,90000.0,2.0,3.0,0.08,"Comm Los Cocos 525 Serafin Millan, Salinas, PR, 00751",Comm Los Cocos 525 Serafin Millan,Salinas,Puerto Rico,1006.0,00751
8896,for_sale,89500.0,3.0,2.0,0.03,"Calle Jazmin Vistas De San Lorenzo # 6, San Lorenzo, PR, 00754",Calle Jazmin Vistas De San Lorenzo # 6,San Lorenzo,Puerto Rico,700.0,00754
8901,for_sale,182000.0,3.0,4.0,0.07,"60 Calle Gardenia, San Lorenzo, PR, 00754",60 Calle Gardenia,San Lorenzo,Puerto Rico,1812.0,00754
8903,for_sale,115000.0,3.0,1.0,0.09,"Ciudad Masso Calle 3 A # 1-9, San Lorenzo, PR, 00754",Ciudad Masso Calle 3 A # 1-9,San Lorenzo,Puerto Rico,1159.0,00754
8905,for_sale,245000.0,4.0,3.0,0.1,"Calle Ibiza Nn12 Savannah Real, San Lorenzo, PR, 00754",Calle Ibiza Nn12 Savannah Real,San Lorenzo,Puerto Rico,2330.0,00754
8912,for_sale,225000.0,4.0,3.0,2.04,"Solar 3 Parcela 7 Bo Cayure Sta, Santa Isabel, PR, 00757",Solar 3 Parcela 7 Bo Cayure Sta,Santa Isabel,Puerto Rico,1512.0,00757
8930,for_sale,103500.0,3.0,2.0,0.26,"3A S Res Bairoa, Caguas, PR, 00725",3A S Res Bairoa,Caguas,Puerto Rico,915.0,00725
8946,for_sale,139000.0,4.0,1.0,0.4,"100 Calle # 16, Vieques, PR, 00765",100 Calle # 16,Vieques,Puerto Rico,1300.0,00765
8948,for_sale,58000.0,2.0,1.0,0.08,"476 Calle Baldorioty De Castro, Vieques, PR, 00765",476 Calle Baldorioty De Castro,Vieques,Puerto Rico,700.0,00765
8949,for_sale,79900.0,2.0,1.0,0.05,"17 Calle Victor Duteil, Vieques, PR, 00765",17 Calle Victor Duteil,Vieques,Puerto Rico,780.0,00765
8950,for_sale,229900.0,3.0,2.0,0.12,"Calle 1 Villa Borinquen Lot 9, Vieques, PR, 00765",Calle 1 Villa Borinquen Lot 9,Vieques,Puerto Rico,1682.0,00765
8952,for_sale,189000.0,4.0,3.0,0.1,"33 Florida, Vieques, PR, 00765",33 Florida,Vieques,Puerto Rico,1500.0,00765
8953,for_sale,249000.0,1.0,2.0,0.2,"10 Bilo Blvd, Vieques, PR, 00765",10 Bilo Blvd,Vieques,Puerto Rico,1099.0,00765
8954,for_sale,225000.0,2.0,2.0,0.09,"430 Calle Girasoles, Vieques, PR, 00765",430 Calle Girasoles,Vieques,Puerto Rico,1900.0,00765
8957,for_sale,319000.0,2.0,1.0,0.28,"46 Casa La Isla, Vieques, PR, 00765",46 Casa La Isla,Vieques,Puerto Rico,1200.0,00765
8958,for_sale,299000.0,7.0,7.0,0.21,"129 Calle Acacia, Vieques, PR, 00765",129 Calle Acacia,Vieques,Puerto Rico,3096.0,00765
8959,for_sale,389000.0,2.0,2.0,1.94,"A-8 Lujan, Vieques, PR, 00765",A-8 Lujan,Vieques,Puerto Rico,1200.0,00765
8960,for_sale,325000.0,1.0,1.0,0.35,"500 Monte Carmelo Way, Vieques, PR, 00765",500 Monte Carmelo Way,Vieques,Puerto Rico,1400.0,00765
8961,for_sale,799000.0,3.0,3.0,2.4,"333 Seclusion-Monte Carmelo, Vieques, PR, 00765",333 Seclusion-Monte Carmelo,Vieques,Puerto Rico,2000.0,00765
8962,for_sale,185000.0,3.0,1.0,0.06,"6 Calle Baldorioty De Castro Isabel Ii, Vieques, PR, 00765",6 Calle Baldorioty De Castro Isabel Ii,Vieques,Puerto Rico,1500.0,00765
8963,for_sale,889000.0,8.0,8.0,0.25,"488 Baldorioty, Vieques, PR, 00765",488 Baldorioty,Vieques,Puerto Rico,9474.0,00765
8964,for_sale,299000.0,2.0,3.0,0.09,"4 Richardson, Vieques, PR, 00765",4 Richardson,Vieques,Puerto Rico,1324.0,00765
8965,for_sale,449000.0,2.0,2.0,0.58,"U7-B Southern Bay Vws, Vieques, PR, 00765",U7-B Southern Bay Vws,Vieques,Puerto Rico,920.0,00765
8967,for_sale,989000.0,8.0,4.0,0.76,"651 651A 651 and 651-A Villa Borinquen Ward Lot At, Vieques, PR, 00765",651 651A 651 and 651-A Villa Borinquen Ward Lot At,Vieques,Puerto Rico,3310.0,00765
8968,for_sale,789000.0,4.0,4.0,0.56,"212 Villa Borinquen, Vieques, PR, 00765",212 Villa Borinquen,Vieques,Puerto Rico,2176.0,00765
8969,for_sale,480000.0,3.0,2.0,1.23,"53 Calle Del Medio Bo Destino, Vieques, PR, 00765",53 Calle Del Medio Bo Destino,Vieques,Puerto Rico,1800.0,00765
8970,for_sale,749000.0,3.0,4.0,1.0,"29 Martineau, Vieques, PR, 00765",29 Martineau,Vieques,Puerto Rico,2753.0,00765
8971,for_sale,595000.0,5.0,4.0,0.67,"4 Five Cors, Vieques, PR, 00765",4 Five Cors,Vieques,Puerto Rico,2049.0,00765
8972,for_sale,649000.0,7.0,5.0,0.25,"14 Hucar St, Vieques, PR, 00765",14 Hucar St,Vieques,Puerto Rico,3229.0,00765
8975,for_sale,424000.0,1.0,1.0,0.56,"88 Nido Way, Vieques, PR, 00765",88 Nido Way,Vieques,Puerto Rico,1228.0,00765
8976,for_sale,3999999.0,3.0,2.0,5.0,"1 Jasmine Ln, Vieques, PR, 00765",1 Jasmine Ln,Vieques,Puerto Rico,3200.0,00765
8977,for_sale,1199000.0,4.0,4.0,0.21,"N A Villa Gallego, Vieques, PR, 00765",N A Villa Gallego,Vieques,Puerto Rico,2800.0,00765
8978,for_sale,550000.0,3.0,3.0,0.05,"393 Calle Jose G Sueiro, Vieques, PR, 00765",393 Calle Jose G Sueiro,Vieques,Puerto Rico,1482.0,00765
8980,for_sale,2400000.0,5.0,7.0,2.0,"1 Hectors Way, Vieques, PR, 00765",1 Hectors Way,Vieques,Puerto Rico,2357.0,00765
8982,for_sale,615000.0,8.0,8.0,0.1,"485 Calle Gladiola, Vieques, PR, 00765",485 Calle Gladiola,Vieques,Puerto Rico,1778.0,00765
8983,for_sale,899000.0,5.0,5.0,0.16,"370 Sandy Cv, Vieques, PR, 00765",370 Sandy Cv,Vieques,Puerto Rico,2000.0,00765
8987,for_sale,100000.0,3.0,1.0,0.07,"C-23 Calle # 3, Villalba, PR, 00766",C-23 Calle # 3,Villalba,Puerto Rico,859.0,00766
9034,for_sale,31000.0,3.0,2.0,0.05,"Mariano Martorel Lot 20, Yabucoa, PR, 00767",Mariano Martorel Lot 20,Yabucoa,Puerto Rico,960.0,00767
9039,for_sale,110000.0,4.0,4.0,0.35,"537D Bo Calabazas Comm Playita, Yabucoa, PR, 00767",537D Bo Calabazas Comm Playita,Yabucoa,Puerto Rico,1400.0,00767
9232,for_sale,44900.0,3.0,1.0,0.02,"501-673970 30 T 115 Km 1 0 Int, Fajardo, PR, 00738",501-673970 30 T 115 Km 1 0 Int,Fajardo,Puerto Rico,775.0,00738
9306,for_sale,112700.0,3.0,1.0,0.02,"501-862990 N43 Calle 20 Rio Grande Est, Rio Grande, PR, 00745",501-862990 N43 Calle 20 Rio Grande Est,Rio Grande,Puerto Rico,1017.0,00745
9492,for_sale,98000.0,4.0,3.0,0.2,"801 Santa Maria, Vieques, PR, 00765",801 Santa Maria,Vieques,Puerto Rico,2600.0,00765
9493,for_sale,74000.0,3.0,1.0,0.07,"14 Calle # 1, Vieques, PR, 00765",14 Calle # 1,Vieques,Puerto Rico,688.0,00765
9494,for_sale,179000.0,2.0,2.0,0.8,"88 Monte Carmelo Way, Vieques, PR, 00765",88 Monte Carmelo Way,Vieques,Puerto Rico,535.0,00765
9495,for_sale,189000.0,4.0,2.0,0.3,"98 Calle Costa, Vieques, PR, 00765",98 Calle Costa,Vieques,Puerto Rico,2028.0,00765
9496,for_sale,225000.0,2.0,2.0,0.07,"131 Calle Luis Munoz Rivera, Vieques, PR, 00765",131 Calle Luis Munoz Rivera,Vieques,Puerto Rico,1091.0,00765
9497,for_sale,159000.0,3.0,1.0,0.12,"531 Bravos, Vieques, PR, 00765",531 Bravos,Vieques,Puerto Rico,1000.0,00765
9498,for_sale,239000.0,3.0,1.0,1.6,"400 Loma Ln, Vieques, PR, 00765",400 Loma Ln,Vieques,Puerto Rico,1510.0,00765
9499,for_sale,195000.0,3.0,1.0,0.1,"315 Calle Tintillos, Vieques, PR, 00765",315 Calle Tintillos,Vieques,Puerto Rico,914.0,00765
9500,for_sale,269000.0,4.0,3.0,0.31,"F21 Arf # 25, Vieques, PR, 00765",F21 Arf # 25,Vieques,Puerto Rico,1800.0,00765
9501,for_sale,219000.0,2.0,2.0,0.07,"482 Calle Geranius, Vieques, PR, 00765",482 Calle Geranius,Vieques,Puerto Rico,875.0,00765
9502,for_sale,239000.0,3.0,2.0,0.22,"5 Marcelino Diaz, Vieques, PR, 00765",5 Marcelino Diaz,Vieques,Puerto Rico,1736.0,00765
9503,for_sale,399000.0,4.0,3.0,0.1,"120 Calle Prudencia Quinnones, Vieques, PR, 00765",120 Calle Prudencia Quinnones,Vieques,Puerto Rico,1860.0,00765
9504,for_sale,1690000.0,5.0,4.0,3.0,"1 Vista Linda Ln, Vieques, PR, 00765",1 Vista Linda Ln,Vieques,Puerto Rico,8795.0,00765
9505,for_sale,248000.0,3.0,3.0,0.28,"56 Santa Maria Ln, Vieques, PR, 00765",56 Santa Maria Ln,Vieques,Puerto Rico,1000.0,00765
9506,for_sale,1400000.0,7.0,9.0,0.26,"144 Esperanza Unit 144, Vieques, PR, 00765",144 Esperanza Unit 144,Vieques,Puerto Rico,4360.0,00765
9507,for_sale,6000000.0,8.0,9.0,30.49,"Calle Acacia Dr, Vieques, PR, 00765",Calle Acacia Dr,Vieques,Puerto Rico,7665.0,00765
9508,for_sale,519000.0,3.0,2.0,0.18,"76 SW Los Chivos, Vieques, PR, 00765",76 SW Los Chivos,Vieques,Puerto Rico,1900.0,00765
9509,for_sale,325000.0,3.0,2.0,0.26,"1 LA Chata Ln, Vieques, PR, 00765",1 LA Chata Ln,Vieques,Puerto Rico,1066.0,00765
9510,for_sale,725000.0,3.0,3.0,0.95,"450 Bravos De Boston, Vieques, PR, 00765",450 Bravos De Boston,Vieques,Puerto Rico,1200.0,00765
9511,for_sale,650000.0,3.0,5.0,0.81,"012 Monte Santo, Vieques, PR, 00765",012 Monte Santo,Vieques,Puerto Rico,1837.0,00765
9512,for_sale,2495000.0,4.0,5.0,0.78,"673 Villa Borinquen, Vieques, PR, 00765",673 Villa Borinquen,Vieques,Puerto Rico,3200.0,00765
9515,for_sale,925000.0,8.0,7.0,0.51,"691 Bravos, Vieques, PR, 00765",691 Bravos,Vieques,Puerto Rico,2520.0,00765
9520,for_sale,1600000.0,7.0,5.0,0.97,"31 Martineau Ln, Vieques, PR, 00765",31 Martineau Ln,Vieques,Puerto Rico,5309.0,00765
9522,for_sale,1100000.0,5.0,5.0,0.24,"563 Calle Plinio Peterson, Vieques, PR, 00765",563 Calle Plinio Peterson,Vieques,Puerto Rico,4117.0,00765
10225,for_sale,165400.0,4.0,3.0,0.1,"C15 Calle 5, Coamo, PR, 00769",C15 Calle 5,Coamo,Puerto Rico,1490.0,00769
10226,for_sale,166000.0,4.0,2.0,0.21,"Pr 150 A3 B St Bella Vis # Dev, Coamo, PR, 00769",Pr 150 A3 B St Bella Vis # Dev,Coamo,Puerto Rico,3832.0,00769
10227,for_sale,115000.0,3.0,1.0,0.18,"Calle 1 Los Llanos Unit 116B, Coamo, PR, 00769",Calle 1 Los Llanos Unit 116B,Coamo,Puerto Rico,940.0,00769
10232,for_sale,189000.0,3.0,1.0,2.0,"4C Girasol St, Coamo, PR, 00769",4C Girasol St,Coamo,Puerto Rico,1093.0,00769
10282,for_sale,290000.0,4.0,3.0,0.77,"Km 2 6 Amapola 2 6 St Unit Km, Las Piedras, PR, 00771",Km 2 6 Amapola 2 6 St Unit Km,Las Piedras,Puerto Rico,3500.0,00771
10285,for_sale,105000.0,3.0,2.0,0.07,"I 6 Calle 10 Urb Valle Piedra, Las Piedras, PR, 00771",I 6 Calle 10 Urb Valle Piedra,Las Piedras,Puerto Rico,900.0,00771
10287,for_sale,145000.0,3.0,1.0,0.08,"P-10 8 St, Las Piedras, PR, 00771",P-10 8 St,Las Piedras,Puerto Rico,910.0,00771
10295,for_sale,55000.0,3.0,2.0,0.28,"2 Calle, Loiza, PR, 00772",2 Calle,Loiza,Puerto Rico,1245.0,00772
10296,for_sale,90000.0,3.0,1.0,0.07,"263 Jerusalen/Nazaret St Unit 263, Loiza, PR, 00772",263 Jerusalen/Nazaret St Unit 263,Loiza,Puerto Rico,904.0,00772
10298,for_sale,95000.0,3.0,2.0,0.02,"Calle San Patricio San Patricio Loiza Pueblo Unit 29, Loiza, PR, 00772",Calle San Patricio San Patricio Loiza Pueblo Unit 29,Loiza,Puerto Rico,848.0,00772
10306,for_sale,88000.0,3.0,3.0,0.11,"501-674611 Brisas Del Mar Calle 9 Unit L18, Luquillo, PR, 00773",501-674611 Brisas Del Mar Calle 9 Unit L18,Luquillo,Puerto Rico,1572.0,00773
10314,for_sale,225000.0,2.0,2.0,0.02,"Calle 1 Fortuna Unit 203, Luquillo, PR, 00773",Calle 1 Fortuna Unit 203,Luquillo,Puerto Rico,948.0,00773
10326,for_sale,519000.0,7.0,6.0,0.11,"C19 250, Culebra, PR, 00775",C19 250,Culebra,Puerto Rico,2116.0,00775
10327,for_sale,600000.0,6.0,5.0,0.16,"137 Calle Jesus M Ortiz, Culebra, PR, 00775",137 Calle Jesus M Ortiz,Culebra,Puerto Rico,1770.0,00775
10328,for_sale,8250000.0,5.0,6.0,33.29,"PR-250 Int, Culebra, PR, 00775",PR-250 Int,Culebra,Puerto Rico,1450112.0,00775
10329,for_sale,8000000.0,7.0,7.0,5.27,"37 Barrio Frailes, Culebra, PR, 00775",37 Barrio Frailes,Culebra,Puerto Rico,4000.0,00775
10377,for_sale,132000.0,3.0,2.0,0.07,"F-90 Calle # 6, Juncos, PR, 00777",F-90 Calle # 6,Juncos,Puerto Rico,930.0,00777
10391,for_sale,72000.0,3.0,1.0,0.02,"501-806172 Reparto Valencia, Juncos, PR, 00777",501-806172 Reparto Valencia,Juncos,Puerto Rico,4843.0,00777
10393,for_sale,420000.0,6.0,5.0,0.73,"Quintas De Valle Verde Sr 31 Km # 251, Juncos, PR, 00777",Quintas De Valle Verde Sr 31 Km # 251,Juncos,Puerto Rico,4429.0,00777
10400,for_sale,329900.0,4.0,4.0,0.28,"6 Calle B, Gurabo, PR, 00778",6 Calle B,Gurabo,Puerto Rico,3000.0,00778
10406,for_sale,168000.0,3.0,2.0,0.03,"127 Calle Manta, Gurabo, PR, 00778",127 Calle Manta,Gurabo,Puerto Rico,1300.0,00778
10506,for_sale,80000.0,4.0,2.0,0.1,"71 Julian Marrero Palmarejo St, Corozal, PR, 00783",71 Julian Marrero Palmarejo St,Corozal,Puerto Rico,1500.0,00783
10511,for_sale,125000.0,5.0,2.0,0.13,"Km 10 5 Carr 159 Las Flores Unit 7, Corozal, PR, 00783",Km 10 5 Carr 159 Las Flores Unit 7,Corozal,Puerto Rico,1103.0,00783
10513,for_sale,125000.0,3.0,1.0,0.11,"Barrio Padilla S Barrio Padilla, Corozal, PR, 00783",Barrio Padilla S Barrio Padilla,Corozal,Puerto Rico,900.0,00783
10515,for_sale,340000.0,6.0,2.0,3.63,"State Rd, Corozal, PR, 00783",State Rd,Corozal,Puerto Rico,1546.0,00783
10529,for_sale,253000.0,4.0,4.0,0.14,"Km 2 2 Carr # 748, Guayama, PR, 00784",Km 2 2 Carr # 748,Guayama,Puerto Rico,2800.0,00784
10532,for_sale,84000.0,2.0,1.0,0.05,"851 Clavel St, Guayama, PR, 00784",851 Clavel St,Guayama,Puerto Rico,847.0,00784
10535,for_sale,86000.0,3.0,2.0,0.11,"9A Carlota St, Guayama, PR, 00784",9A Carlota St,Guayama,Puerto Rico,1396.0,00784
10538,for_sale,95000.0,3.0,2.0,0.09,"25 St Unit S16, Guayama, PR, 00784",25 St Unit S16,Guayama,Puerto Rico,998.0,00784
10596,for_sale,455000.0,4.0,2.0,0.1,"Urb Villa Franca Af # 9, Humacao, PR, 00791",Urb Villa Franca Af # 9,Humacao,Puerto Rico,2200.0,00791
10602,for_sale,4250000.0,5.0,5.0,0.67,"29 Port Rd, Humacao, PR, 00791",29 Port Rd,Humacao,Puerto Rico,5000.0,00791
10605,for_sale,5000000.0,7.0,10.0,0.43,"4 Ridge Top Dr, Humacao, PR, 00791",4 Ridge Top Dr,Humacao,Puerto Rico,7500.0,00791
10606,for_sale,495000.0,4.0,3.0,0.2,"5 Twilight St Unit E16, Humacao, PR, 00791",5 Twilight St Unit E16,Humacao,Puerto Rico,2000.0,00791
10608,for_sale,390000.0,2.0,2.0,0.01,"80 Candelero Dr Unit 844, Humacao, PR, 00791",80 Candelero Dr Unit 844,Humacao,Puerto Rico,1641.0,00791
10610,for_sale,3950000.0,6.0,9.0,0.22,"52 Shell Castle Rd, Humacao, PR, 00791",52 Shell Castle Rd,Humacao,Puerto Rico,4445.0,00791
10613,for_sale,3500000.0,3.0,4.0,0.9,"64 Harbourligt Ests, Humacao, PR, 00791",64 Harbourligt Ests,Humacao,Puerto Rico,4200.0,00791
10614,for_sale,1195000.0,4.0,5.0,0.04,"Palmas Del Mar Isla San Miguel Unit 31, Humacao, PR, 00791",Palmas Del Mar Isla San Miguel Unit 31,Humacao,Puerto Rico,2600.0,00791
10618,for_sale,3900000.0,8.0,8.0,0.25,"30 Harbour View Dr, Humacao, PR, 00791",30 Harbour View Dr,Humacao,Puerto Rico,7000.0,00791
10673,for_sale,95000.0,4.0,2.0,0.08,"Piedra Aguza Community 217 15 St, Juana Diaz, PR, 00795",Piedra Aguza Community 217 15 St,Juana Diaz,Puerto Rico,1141.0,00795
10675,for_sale,100000.0,3.0,1.0,0.08,"F32 Calle Esmeralda, Juana Diaz, PR, 00795",F32 Calle Esmeralda,Juana Diaz,Puerto Rico,924.0,00795
10683,for_sale,110000.0,4.0,1.0,0.7,"552 Sec El Cerro, Juana Diaz, PR, 00795",552 Sec El Cerro,Juana Diaz,Puerto Rico,1100.0,00795
12349,for_sale,148000.0,4.0,5.0,0.5,"Campo Alegre # 10, Humacao, PR, 00791",Campo Alegre # 10,Humacao,Puerto Rico,2500.0,00791
12359,for_sale,1195000.0,3.0,5.0,0.04,"340 Isla San Miguel Unit 55, Humacao, PR, 00791",340 Isla San Miguel Unit 55,Humacao,Puerto Rico,3000.0,00791
12360,for_sale,350000.0,4.0,2.0,0.12,"Calle Sevilla, Humacao, PR, 00791",Calle Sevilla,Humacao,Puerto Rico,2300.0,00791
12363,for_sale,5980000.0,8.0,9.0,0.51,"22 Port Rd, Humacao, PR, 00791",22 Port Rd,Humacao,Puerto Rico,7000.0,00791
12370,for_sale,2700000.0,5.0,4.0,0.17,"Seascape-Peninsula Seascape-Peninsula, Humacao, PR, 00791",Seascape-Peninsula Seascape-Peninsula,Humacao,Puerto Rico,5646.0,00791
12371,for_sale,320800.0,2.0,2.0,0.1,"50 Club Cala Dr Unit 1030, Humacao, PR, 00791",50 Club Cala Dr Unit 1030,Humacao,Puerto Rico,1394.0,00791
12373,for_sale,249000.0,1.0,1.0,0.1,"1 Beach Village Dr Apt 79, Humacao, PR, 00791",1 Beach Village Dr Apt 79,Humacao,Puerto Rico,900.0,00791
12375,for_sale,1690000.0,5.0,4.0,0.02,"37 Surfside Rd, Humacao, PR, 00791",37 Surfside Rd,Humacao,Puerto Rico,3200.0,00791
12378,for_sale,3400000.0,6.0,5.0,0.26,"51-A Harbour Lights Ests, Humacao, PR, 00791",51-A Harbour Lights Ests,Humacao,Puerto Rico,5452.0,00791
12379,for_sale,305000.0,1.0,1.0,0.1,"90 Beach Village Dr Unit 106, Humacao, PR, 00791",90 Beach Village Dr Unit 106,Humacao,Puerto Rico,880.0,00791
12380,for_sale,2500000.0,4.0,3.0,1.1,"13 Port Rd, Humacao, PR, 00791",13 Port Rd,Humacao,Puerto Rico,3000.0,00791
14071,for_sale,2900000.0,4.0,4.0,0.46,"300-69D Chocolate Hole, Saint John, VI, 00830",300-69D Chocolate Hole,Saint John,Virgin Islands,4830.0,00830
14323,for_sale,7995000.0,4.0,4.0,0.17,"301 San Justo St, San Juan, PR, 00901",301 San Justo St,San Juan,Puerto Rico,29679.0,00901
14324,for_sale,7995000.0,3.0,3.0,0.17,"251 Recinto Sur St, San Juan, PR, 00901",251 Recinto Sur St,San Juan,Puerto Rico,29679.0,00901
14327,for_sale,1200000.0,2.0,4.0,0.1,"268 Calle Norzagaray, Old San Juan, PR, 00901",268 Calle Norzagaray,Old San Juan,Puerto Rico,1750.0,00901
14329,for_sale,1250000.0,2.0,2.0,0.1,"143 Sol Unit 366, San Juan, PR, 00901",143 Sol Unit 366,San Juan,Puerto Rico,1506.0,00901
14331,for_sale,3900000.0,4.0,5.0,0.08,"35 Luis Muoz Rivera Ave Unit 1202, San Juan, PR, 00901",35 Luis Muoz Rivera Ave Unit 1202,San Juan,Puerto Rico,3793.0,00901
14334,for_sale,7500000.0,10.0,10.0,0.2,"262 San Francisco St, San Juan, PR, 00901",262 San Francisco St,San Juan,Puerto Rico,26363.0,00901
14340,for_sale,995000.0,3.0,3.0,0.04,"550 Ave De La Constitucion Apt 810, San Juan, PR, 00901",550 Ave De La Constitucion Apt 810,San Juan,Puerto Rico,2169.0,00901
14343,for_sale,13995000.0,33.0,35.0,0.09,"312 San Francisco St, San Juan, PR, 00901",312 San Francisco St,San Juan,Puerto Rico,15000.0,00901
14344,for_sale,995000.0,3.0,2.0,0.04,"257 Calle Sol Apt 102, San Juan, PR, 00901",257 Calle Sol Apt 102,San Juan,Puerto Rico,1904.0,00901
14346,for_sale,2300000.0,1.0,6.0,0.07,"354 Fortaleza St, San Juan, PR, 00901",354 Fortaleza St,San Juan,Puerto Rico,8513.0,00901
14352,for_sale,1100000.0,3.0,3.0,1954.0,"100 Condominio Capitolio Plz Unit 31003, San Juan, PR, 00901",100 Condominio Capitolio Plz Unit 31003,San Juan,Puerto Rico,1954.0,00901
14353,for_sale,525000.0,2.0,1.0,0.01,"53 Caleta De San Juan Unit 4, Old San Juan, PR, 00901",53 Caleta De San Juan Unit 4,Old San Juan,Puerto Rico,879.0,00901
14359,for_sale,895000.0,2.0,2.0,0.03,"305 Villamil St Unit 1906, San Juan, PR, 00906",305 Villamil St Unit 1906,San Juan,Puerto Rico,1560.0,00906
14402,for_sale,460000.0,2.0,1.0,0.05,"1102 Ave Magdalena Unit 7, San Juan, PR, 00907",1102 Ave Magdalena Unit 7,San Juan,Puerto Rico,952.0,00907
